Code,Country,Year,Series,Value
364,Iran (Islamic Republic of),2018,Threatened Species: Invertebrates (number),24.00
364,Iran (Islamic Republic of),2019,Threatened Species: Invertebrates (number),24.00
364,Iran (Islamic Republic of),2020,Threatened Species: Invertebrates (number),24.00
364,Iran (Islamic Republic of),2021,Threatened Species: Invertebrates (number),23.00
364,Iran (Islamic Republic of),2004,Threatened Species: Plants (number),1.00
364,Iran (Islamic Republic of),2010,Threatened Species: Plants (number),1.00
364,Iran (Islamic Republic of),2015,Threatened Species: Plants (number),3.00
364,Iran (Islamic Republic of),2018,Threatened Species: Plants (number),5.00
364,Iran (Islamic Republic of),2019,Threatened Species: Plants (number),10.00
364,Iran (Islamic Republic of),2020,Threatened Species: Plants (number),12.00
364,Iran (Islamic Republic of),2021,Threatened Species: Plants (number),14.00
364,Iran (Islamic Republic of),2004,Threatened Species: Total (number),69.00
364,Iran (Islamic Republic of),2010,Threatened Species: Total (number),102.00
364,Iran (Islamic Republic of),2015,Threatened Species: Total (number),121.00
364,Iran (Islamic Republic of),2018,Threatened Species: Total (number),140.00
364,Iran (Islamic Republic of),2019,Threatened Species: Total (number),152.00
364,Iran (Islamic Republic of),2020,Threatened Species: Total (number),161.00
364,Iran (Islamic Republic of),2021,Threatened Species: Total (number),175.00
368,Iraq,2004,Threatened Species: Vertebrates (number),33.00
368,Iraq,2010,Threatened Species: Vertebrates (number),45.00
368,Iraq,2015,Threatened Species: Vertebrates (number),51.00
368,Iraq,2018,Threatened Species: Vertebrates (number),54.00
368,Iraq,2019,Threatened Species: Vertebrates (number),58.00
368,Iraq,2020,Threatened Species: Vertebrates (number),59.00
368,Iraq,2021,Threatened Species: Vertebrates (number),68.00
368,Iraq,2004,Threatened Species: Invertebrates (number),2.00
368,Iraq,2010,Threatened Species: Invertebrates (number),15.00
368,Iraq,2015,Threatened Species: Invertebrates (number),17.00
368,Iraq,2018,Threatened Species: Invertebrates (number),17.00
368,Iraq,2019,Threatened Species: Invertebrates (number),17.00
368,Iraq,2020,Threatened Species: Invertebrates (number),17.00
368,Iraq,2021,Threatened Species: Invertebrates (number),16.00
368,Iraq,2004,Threatened Species: Plants (number),0.00
368,Iraq,2010,Threatened Species: Plants (number),0.00
368,Iraq,2015,Threatened Species: Plants (number),1.00
368,Iraq,2018,Threatened Species: Plants (number),2.00
368,Iraq,2019,Threatened Species: Plants (number),3.00
368,Iraq,2020,Threatened Species: Plants (number),4.00
368,Iraq,2021,Threatened Species: Plants (number),4.00
368,Iraq,2004,Threatened Species: Total (number),35.00
368,Iraq,2010,Threatened Species: Total (number),60.00
368,Iraq,2015,Threatened Species: Total (number),69.00
368,Iraq,2018,Threatened Species: Total (number),73.00
368,Iraq,2019,Threatened Species: Total (number),78.00
368,Iraq,2020,Threatened Species: Total (number),80.00
368,Iraq,2021,Threatened Species: Total (number),88.00
372,Ireland,2004,Threatened Species: Vertebrates (number),18.00
372,Ireland,2010,Threatened Species: Vertebrates (number),24.00
372,Ireland,2015,Threatened Species: Vertebrates (number),32.00
372,Ireland,2018,Threatened Species: Vertebrates (number),42.00
372,Ireland,2019,Threatened Species: Vertebrates (number),44.00
372,Ireland,2020,Threatened Species: Vertebrates (number),46.00
372,Ireland,2021,Threatened Species: Vertebrates (number),51.00
372,Ireland,2004,Threatened Species: Invertebrates (number),3.00
372,Ireland,2010,Threatened Species: Invertebrates (number),2.00
372,Ireland,2015,Threatened Species: Invertebrates (number),6.00
372,Ireland,2018,Threatened Species: Invertebrates (number),6.00
372,Ireland,2019,Threatened Species: Invertebrates (number),6.00
372,Ireland,2020,Threatened Species: Invertebrates (number),6.00
372,Ireland,2021,Threatened Species: Invertebrates (number),6.00
372,Ireland,2004,Threatened Species: Plants (number),1.00
372,Ireland,2010,Threatened Species: Plants (number),1.00
372,Ireland,2015,Threatened Species: Plants (number),1.00
372,Ireland,2018,Threatened Species: Plants (number),5.00
372,Ireland,2019,Threatened Species: Plants (number),21.00
372,Ireland,2020,Threatened Species: Plants (number),27.00
372,Ireland,2021,Threatened Species: Plants (number),27.00
372,Ireland,2004,Threatened Species: Total (number),22.00
372,Ireland,2010,Threatened Species: Total (number),27.00
372,Ireland,2015,Threatened Species: Total (number),39.00
372,Ireland,2018,Threatened Species: Total (number),53.00
372,Ireland,2019,Threatened Species: Total (number),71.00
372,Ireland,2020,Threatened Species: Total (number),79.00
372,Ireland,2021,Threatened Species: Total (number),84.00
376,Israel,2004,Threatened Species: Vertebrates (number),47.00
376,Israel,2010,Threatened Species: Vertebrates (number),73.00
376,Israel,2015,Threatened Species: Vertebrates (number),78.00
376,Israel,2018,Threatened Species: Vertebrates (number),91.00
376,Israel,2019,Threatened Species: Vertebrates (number),103.00
376,Israel,2020,Threatened Species: Vertebrates (number),105.00
376,Israel,2021,Threatened Species: Vertebrates (number),120.00
376,Israel,2004,Threatened Species: Invertebrates (number),10.00
376,Israel,2010,Threatened Species: Invertebrates (number),58.00
376,Israel,2015,Threatened Species: Invertebrates (number),74.00
376,Israel,2018,Threatened Species: Invertebrates (number),74.00
376,Israel,2019,Threatened Species: Invertebrates (number),74.00
376,Israel,2020,Threatened Species: Invertebrates (number),74.00
376,Israel,2021,Threatened Species: Invertebrates (number),74.00
376,Israel,2004,Threatened Species: Plants (number),0.00
376,Israel,2010,Threatened Species: Plants (number),0.00
376,Israel,2015,Threatened Species: Plants (number),0.00
376,Israel,2018,Threatened Species: Plants (number),23.00
376,Israel,2019,Threatened Species: Plants (number),28.00
376,Israel,2020,Threatened Species: Plants (number),28.00
376,Israel,2021,Threatened Species: Plants (number),40.00
376,Israel,2004,Threatened Species: Total (number),57.00
376,Israel,2010,Threatened Species: Total (number),131.00
376,Israel,2015,Threatened Species: Total (number),152.00
376,Israel,2018,Threatened Species: Total (number),188.00
376,Israel,2019,Threatened Species: Total (number),205.00
376,Israel,2020,Threatened Species: Total (number),207.00
376,Israel,2021,Threatened Species: Total (number),234.00
380,Italy,2004,Threatened Species: Vertebrates (number),53.00
380,Italy,2010,Threatened Species: Vertebrates (number),70.00
380,Italy,2015,Threatened Species: Vertebrates (number),76.00
380,Italy,2018,Threatened Species: Vertebrates (number),89.00
380,Italy,2019,Threatened Species: Vertebrates (number),91.00
380,Italy,2020,Threatened Species: Vertebrates (number),95.00
380,Italy,2021,Threatened Species: Vertebrates (number),107.00
380,Italy,2004,Threatened Species: Invertebrates (number),58.00
380,Italy,2010,Threatened Species: Invertebrates (number),77.00
380,Italy,2015,Threatened Species: Invertebrates (number),136.00
380,Italy,2018,Threatened Species: Invertebrates (number),222.00
380,Italy,2019,Threatened Species: Invertebrates (number),222.00
380,Italy,2020,Threatened Species: Invertebrates (number),223.00
380,Italy,2021,Threatened Species: Invertebrates (number),223.00
380,Italy,2004,Threatened Species: Plants (number),3.00
380,Italy,2010,Threatened Species: Plants (number),27.00
380,Italy,2015,Threatened Species: Plants (number),67.00
380,Italy,2018,Threatened Species: Plants (number),109.00
380,Italy,2019,Threatened Species: Plants (number),145.00
380,Italy,2020,Threatened Species: Plants (number),164.00
380,Italy,2021,Threatened Species: Plants (number),165.00
380,Italy,2004,Threatened Species: Total (number),114.00
380,Italy,2010,Threatened Species: Total (number),174.00
380,Italy,2015,Threatened Species: Total (number),279.00
380,Italy,2018,Threatened Species: Total (number),420.00
380,Italy,2019,Threatened Species: Total (number),458.00
380,Italy,2020,Threatened Species: Total (number),482.00
380,Italy,2021,Threatened Species: Total (number),495.00
384,Côte d’Ivoire,2004,Threatened Species: Vertebrates (number),61.00
384,Côte d’Ivoire,2010,Threatened Species: Vertebrates (number),100.00
384,Côte d’Ivoire,2015,Threatened Species: Vertebrates (number),113.00
384,Côte d’Ivoire,2018,Threatened Species: Vertebrates (number),133.00
384,Côte d’Ivoire,2019,Threatened Species: Vertebrates (number),134.00
384,Côte d’Ivoire,2020,Threatened Species: Vertebrates (number),140.00
384,Côte d’Ivoire,2021,Threatened Species: Vertebrates (number),148.00
384,Côte d’Ivoire,2004,Threatened Species: Invertebrates (number),1.00
384,Côte d’Ivoire,2010,Threatened Species: Invertebrates (number),4.00
384,Côte d’Ivoire,2015,Threatened Species: Invertebrates (number),6.00
384,Côte d’Ivoire,2018,Threatened Species: Invertebrates (number),7.00
384,Côte d’Ivoire,2019,Threatened Species: Invertebrates (number),7.00
384,Côte d’Ivoire,2020,Threatened Species: Invertebrates (number),7.00
384,Côte d’Ivoire,2021,Threatened Species: Invertebrates (number),10.00
384,Côte d’Ivoire,2004,Threatened Species: Plants (number),105.00
384,Côte d’Ivoire,2010,Threatened Species: Plants (number),106.00
384,Côte d’Ivoire,2015,Threatened Species: Plants (number),107.00
384,Côte d’Ivoire,2018,Threatened Species: Plants (number),117.00
384,Côte d’Ivoire,2019,Threatened Species: Plants (number),129.00
384,Côte d’Ivoire,2020,Threatened Species: Plants (number),133.00
384,Côte d’Ivoire,2021,Threatened Species: Plants (number),140.00
384,Côte d’Ivoire,2004,Threatened Species: Total (number),167.00
384,Côte d’Ivoire,2010,Threatened Species: Total (number),210.00
384,Côte d’Ivoire,2015,Threatened Species: Total (number),226.00
384,Côte d’Ivoire,2018,Threatened Species: Total (number),257.00
384,Côte d’Ivoire,2019,Threatened Species: Total (number),270.00
384,Côte d’Ivoire,2020,Threatened Species: Total (number),280.00
384,Côte d’Ivoire,2021,Threatened Species: Total (number),298.00
388,Jamaica,2004,Threatened Species: Vertebrates (number),54.00
388,Jamaica,2010,Threatened Species: Vertebrates (number),58.00
388,Jamaica,2015,Threatened Species: Vertebrates (number),69.00
388,Jamaica,2018,Threatened Species: Vertebrates (number),87.00
388,Jamaica,2019,Threatened Species: Vertebrates (number),91.00
388,Jamaica,2020,Threatened Species: Vertebrates (number),94.00
388,Jamaica,2021,Threatened Species: Vertebrates (number),111.00
388,Jamaica,2004,Threatened Species: Invertebrates (number),5.00
388,Jamaica,2010,Threatened Species: Invertebrates (number),15.00
388,Jamaica,2015,Threatened Species: Invertebrates (number),15.00
388,Jamaica,2018,Threatened Species: Invertebrates (number),15.00
388,Jamaica,2019,Threatened Species: Invertebrates (number),15.00
388,Jamaica,2020,Threatened Species: Invertebrates (number),15.00
388,Jamaica,2021,Threatened Species: Invertebrates (number),15.00
388,Jamaica,2004,Threatened Species: Plants (number),208.00
388,Jamaica,2010,Threatened Species: Plants (number),209.00
388,Jamaica,2015,Threatened Species: Plants (number),214.00
388,Jamaica,2018,Threatened Species: Plants (number),214.00
388,Jamaica,2019,Threatened Species: Plants (number),215.00
388,Jamaica,2020,Threatened Species: Plants (number),214.00
388,Jamaica,2021,Threatened Species: Plants (number),215.00
388,Jamaica,2004,Threatened Species: Total (number),267.00
388,Jamaica,2010,Threatened Species: Total (number),282.00
388,Jamaica,2015,Threatened Species: Total (number),298.00
388,Jamaica,2018,Threatened Species: Total (number),316.00
388,Jamaica,2019,Threatened Species: Total (number),321.00
388,Jamaica,2020,Threatened Species: Total (number),323.00
388,Jamaica,2021,Threatened Species: Total (number),341.00
392,Japan,2004,Threatened Species: Vertebrates (number),148.00
392,Japan,2010,Threatened Species: Vertebrates (number),158.00
392,Japan,2015,Threatened Species: Vertebrates (number),171.00
392,Japan,2018,Threatened Species: Vertebrates (number),198.00
392,Japan,2019,Threatened Species: Vertebrates (number),223.00
392,Japan,2020,Threatened Species: Vertebrates (number),228.00
392,Japan,2021,Threatened Species: Vertebrates (number),303.00
392,Japan,2004,Threatened Species: Invertebrates (number),45.00
392,Japan,2010,Threatened Species: Invertebrates (number),157.00
392,Japan,2015,Threatened Species: Invertebrates (number),170.00
392,Japan,2018,Threatened Species: Invertebrates (number),174.00
392,Japan,2019,Threatened Species: Invertebrates (number),176.00
392,Japan,2020,Threatened Species: Invertebrates (number),177.00
392,Japan,2021,Threatened Species: Invertebrates (number),190.00
392,Japan,2004,Threatened Species: Plants (number),12.00
392,Japan,2010,Threatened Species: Plants (number),15.00
392,Japan,2015,Threatened Species: Plants (number),23.00
392,Japan,2018,Threatened Species: Plants (number),50.00
392,Japan,2019,Threatened Species: Plants (number),60.00
392,Japan,2020,Threatened Species: Plants (number),65.00
392,Japan,2021,Threatened Species: Plants (number),69.00
392,Japan,2004,Threatened Species: Total (number),205.00
392,Japan,2010,Threatened Species: Total (number),330.00
392,Japan,2015,Threatened Species: Total (number),364.00
392,Japan,2018,Threatened Species: Total (number),422.00
392,Japan,2019,Threatened Species: Total (number),459.00
392,Japan,2020,Threatened Species: Total (number),470.00
392,Japan,2021,Threatened Species: Total (number),562.00
398,Kazakhstan,2004,Threatened Species: Vertebrates (number),48.00
398,Kazakhstan,2010,Threatened Species: Vertebrates (number),53.00
398,Kazakhstan,2015,Threatened Species: Vertebrates (number),55.00
398,Kazakhstan,2018,Threatened Species: Vertebrates (number),59.00
398,Kazakhstan,2019,Threatened Species: Vertebrates (number),59.00
398,Kazakhstan,2020,Threatened Species: Vertebrates (number),59.00
398,Kazakhstan,2021,Threatened Species: Vertebrates (number),70.00
398,Kazakhstan,2004,Threatened Species: Invertebrates (number),4.00
398,Kazakhstan,2010,Threatened Species: Invertebrates (number),4.00
398,Kazakhstan,2015,Threatened Species: Invertebrates (number),7.00
398,Kazakhstan,2018,Threatened Species: Invertebrates (number),7.00
398,Kazakhstan,2019,Threatened Species: Invertebrates (number),7.00
398,Kazakhstan,2020,Threatened Species: Invertebrates (number),7.00
398,Kazakhstan,2021,Threatened Species: Invertebrates (number),7.00
398,Kazakhstan,2004,Threatened Species: Plants (number),1.00
398,Kazakhstan,2010,Threatened Species: Plants (number),16.00
398,Kazakhstan,2015,Threatened Species: Plants (number),16.00
398,Kazakhstan,2018,Threatened Species: Plants (number),14.00
398,Kazakhstan,2019,Threatened Species: Plants (number),15.00
398,Kazakhstan,2020,Threatened Species: Plants (number),15.00
398,Kazakhstan,2021,Threatened Species: Plants (number),14.00
398,Kazakhstan,2004,Threatened Species: Total (number),53.00
398,Kazakhstan,2010,Threatened Species: Total (number),73.00
398,Kazakhstan,2015,Threatened Species: Total (number),78.00
398,Kazakhstan,2018,Threatened Species: Total (number),80.00
398,Kazakhstan,2019,Threatened Species: Total (number),81.00
398,Kazakhstan,2020,Threatened Species: Total (number),81.00
398,Kazakhstan,2021,Threatened Species: Total (number),91.00
400,Jordan,2004,Threatened Species: Vertebrates (number),27.00
400,Jordan,2010,Threatened Species: Vertebrates (number),41.00
400,Jordan,2015,Threatened Species: Vertebrates (number),40.00
400,Jordan,2018,Threatened Species: Vertebrates (number),48.00
400,Jordan,2019,Threatened Species: Vertebrates (number),55.00
400,Jordan,2020,Threatened Species: Vertebrates (number),52.00
400,Jordan,2021,Threatened Species: Vertebrates (number),58.00
400,Jordan,2004,Threatened Species: Invertebrates (number),3.00
400,Jordan,2010,Threatened Species: Invertebrates (number),48.00
400,Jordan,2015,Threatened Species: Invertebrates (number),61.00
400,Jordan,2018,Threatened Species: Invertebrates (number),61.00
400,Jordan,2019,Threatened Species: Invertebrates (number),61.00
400,Jordan,2020,Threatened Species: Invertebrates (number),61.00
400,Jordan,2021,Threatened Species: Invertebrates (number),61.00
400,Jordan,2004,Threatened Species: Plants (number),0.00
400,Jordan,2010,Threatened Species: Plants (number),1.00
400,Jordan,2015,Threatened Species: Plants (number),1.00
400,Jordan,2018,Threatened Species: Plants (number),8.00
400,Jordan,2019,Threatened Species: Plants (number),8.00
400,Jordan,2020,Threatened Species: Plants (number),8.00
400,Jordan,2021,Threatened Species: Plants (number),8.00
400,Jordan,2004,Threatened Species: Total (number),30.00
400,Jordan,2010,Threatened Species: Total (number),90.00
400,Jordan,2015,Threatened Species: Total (number),102.00
400,Jordan,2018,Threatened Species: Total (number),117.00
400,Jordan,2019,Threatened Species: Total (number),124.00
400,Jordan,2020,Threatened Species: Total (number),121.00
400,Jordan,2021,Threatened Species: Total (number),127.00
404,Kenya,2004,Threatened Species: Vertebrates (number),99.00
404,Kenya,2010,Threatened Species: Vertebrates (number),137.00
404,Kenya,2015,Threatened Species: Vertebrates (number),157.00
404,Kenya,2018,Threatened Species: Vertebrates (number),169.00
404,Kenya,2019,Threatened Species: Vertebrates (number),176.00
404,Kenya,2020,Threatened Species: Vertebrates (number),179.00
404,Kenya,2021,Threatened Species: Vertebrates (number),196.00
404,Kenya,2004,Threatened Species: Invertebrates (number),27.00
404,Kenya,2010,Threatened Species: Invertebrates (number),72.00
404,Kenya,2015,Threatened Species: Invertebrates (number),84.00
404,Kenya,2018,Threatened Species: Invertebrates (number),87.00
404,Kenya,2019,Threatened Species: Invertebrates (number),92.00
404,Kenya,2020,Threatened Species: Invertebrates (number),93.00
404,Kenya,2021,Threatened Species: Invertebrates (number),93.00
404,Kenya,2004,Threatened Species: Plants (number),103.00
404,Kenya,2010,Threatened Species: Plants (number),129.00
404,Kenya,2015,Threatened Species: Plants (number),222.00
404,Kenya,2018,Threatened Species: Plants (number),234.00
404,Kenya,2019,Threatened Species: Plants (number),248.00
404,Kenya,2020,Threatened Species: Plants (number),277.00
404,Kenya,2021,Threatened Species: Plants (number),326.00
404,Kenya,2004,Threatened Species: Total (number),229.00
404,Kenya,2010,Threatened Species: Total (number),338.00
404,Kenya,2015,Threatened Species: Total (number),463.00
404,Kenya,2018,Threatened Species: Total (number),490.00
404,Kenya,2019,Threatened Species: Total (number),516.00
404,Kenya,2020,Threatened Species: Total (number),549.00
404,Kenya,2021,Threatened Species: Total (number),615.00
408,Dem. People's Rep. Korea,2004,Threatened Species: Vertebrates (number),40.00
408,Dem. People's Rep. Korea,2010,Threatened Species: Vertebrates (number),44.00
408,Dem. People's Rep. Korea,2015,Threatened Species: Vertebrates (number),53.00
408,Dem. People's Rep. Korea,2018,Threatened Species: Vertebrates (number),60.00
408,Dem. People's Rep. Korea,2019,Threatened Species: Vertebrates (number),63.00
408,Dem. People's Rep. Korea,2020,Threatened Species: Vertebrates (number),66.00
408,Dem. People's Rep. Korea,2021,Threatened Species: Vertebrates (number),84.00
408,Dem. People's Rep. Korea,2004,Threatened Species: Invertebrates (number),1.00
408,Dem. People's Rep. Korea,2010,Threatened Species: Invertebrates (number),2.00
408,Dem. People's Rep. Korea,2015,Threatened Species: Invertebrates (number),3.00
408,Dem. People's Rep. Korea,2018,Threatened Species: Invertebrates (number),3.00
408,Dem. People's Rep. Korea,2019,Threatened Species: Invertebrates (number),3.00
408,Dem. People's Rep. Korea,2020,Threatened Species: Invertebrates (number),3.00
408,Dem. People's Rep. Korea,2021,Threatened Species: Invertebrates (number),4.00
408,Dem. People's Rep. Korea,2004,Threatened Species: Plants (number),3.00
408,Dem. People's Rep. Korea,2010,Threatened Species: Plants (number),6.00
408,Dem. People's Rep. Korea,2015,Threatened Species: Plants (number),8.00
408,Dem. People's Rep. Korea,2018,Threatened Species: Plants (number),17.00
408,Dem. People's Rep. Korea,2019,Threatened Species: Plants (number),17.00
408,Dem. People's Rep. Korea,2020,Threatened Species: Plants (number),19.00
408,Dem. People's Rep. Korea,2021,Threatened Species: Plants (number),21.00
408,Dem. People's Rep. Korea,2004,Threatened Species: Total (number),44.00
408,Dem. People's Rep. Korea,2010,Threatened Species: Total (number),52.00
408,Dem. People's Rep. Korea,2015,Threatened Species: Total (number),64.00
408,Dem. People's Rep. Korea,2018,Threatened Species: Total (number),80.00
408,Dem. People's Rep. Korea,2019,Threatened Species: Total (number),83.00
408,Dem. People's Rep. Korea,2020,Threatened Species: Total (number),88.00
408,Dem. People's Rep. Korea,2021,Threatened Species: Total (number),109.00
410,Republic of Korea,2004,Threatened Species: Vertebrates (number),54.00
410,Republic of Korea,2010,Threatened Species: Vertebrates (number),58.00
410,Republic of Korea,2015,Threatened Species: Vertebrates (number),65.00
410,Republic of Korea,2018,Threatened Species: Vertebrates (number),78.00
410,Republic of Korea,2019,Threatened Species: Vertebrates (number),82.00
410,Republic of Korea,2020,Threatened Species: Vertebrates (number),90.00
410,Republic of Korea,2021,Threatened Species: Vertebrates (number),113.00
410,Republic of Korea,2004,Threatened Species: Invertebrates (number),1.00
410,Republic of Korea,2010,Threatened Species: Invertebrates (number),3.00
410,Republic of Korea,2015,Threatened Species: Invertebrates (number),4.00
410,Republic of Korea,2018,Threatened Species: Invertebrates (number),8.00
410,Republic of Korea,2019,Threatened Species: Invertebrates (number),8.00
410,Republic of Korea,2020,Threatened Species: Invertebrates (number),8.00
410,Republic of Korea,2021,Threatened Species: Invertebrates (number),8.00
410,Republic of Korea,2004,Threatened Species: Plants (number),0.00
410,Republic of Korea,2010,Threatened Species: Plants (number),3.00
410,Republic of Korea,2015,Threatened Species: Plants (number),7.00
410,Republic of Korea,2018,Threatened Species: Plants (number),32.00
410,Republic of Korea,2019,Threatened Species: Plants (number),35.00
410,Republic of Korea,2020,Threatened Species: Plants (number),38.00
410,Republic of Korea,2021,Threatened Species: Plants (number),40.00
410,Republic of Korea,2004,Threatened Species: Total (number),55.00
410,Republic of Korea,2010,Threatened Species: Total (number),64.00
410,Republic of Korea,2015,Threatened Species: Total (number),76.00
410,Republic of Korea,2018,Threatened Species: Total (number),118.00
410,Republic of Korea,2019,Threatened Species: Total (number),125.00
410,Republic of Korea,2020,Threatened Species: Total (number),136.00
410,Republic of Korea,2021,Threatened Species: Total (number),161.00
414,Kuwait,2004,Threatened Species: Vertebrates (number),20.00
414,Kuwait,2010,Threatened Species: Vertebrates (number),28.00
414,Kuwait,2015,Threatened Species: Vertebrates (number),29.00
414,Kuwait,2018,Threatened Species: Vertebrates (number),39.00
414,Kuwait,2019,Threatened Species: Vertebrates (number),43.00
414,Kuwait,2020,Threatened Species: Vertebrates (number),44.00
414,Kuwait,2021,Threatened Species: Vertebrates (number),50.00
414,Kuwait,2004,Threatened Species: Invertebrates (number),0.00
414,Kuwait,2010,Threatened Species: Invertebrates (number),13.00
414,Kuwait,2015,Threatened Species: Invertebrates (number),13.00
414,Kuwait,2018,Threatened Species: Invertebrates (number),13.00
414,Kuwait,2019,Threatened Species: Invertebrates (number),13.00
414,Kuwait,2020,Threatened Species: Invertebrates (number),13.00
414,Kuwait,2021,Threatened Species: Invertebrates (number),13.00
414,Kuwait,2004,Threatened Species: Plants (number),0.00
414,Kuwait,2010,Threatened Species: Plants (number),0.00
414,Kuwait,2015,Threatened Species: Plants (number),0.00
414,Kuwait,2018,Threatened Species: Plants (number),0.00
414,Kuwait,2019,Threatened Species: Plants (number),0.00
414,Kuwait,2020,Threatened Species: Plants (number),0.00
414,Kuwait,2021,Threatened Species: Plants (number),0.00
414,Kuwait,2004,Threatened Species: Total (number),20.00
414,Kuwait,2010,Threatened Species: Total (number),41.00
414,Kuwait,2015,Threatened Species: Total (number),42.00
414,Kuwait,2018,Threatened Species: Total (number),52.00
414,Kuwait,2019,Threatened Species: Total (number),56.00
414,Kuwait,2020,Threatened Species: Total (number),57.00
414,Kuwait,2021,Threatened Species: Total (number),63.00
417,Kyrgyzstan,2004,Threatened Species: Vertebrates (number),12.00
417,Kyrgyzstan,2010,Threatened Species: Vertebrates (number),23.00
417,Kyrgyzstan,2015,Threatened Species: Vertebrates (number),23.00
417,Kyrgyzstan,2018,Threatened Species: Vertebrates (number),26.00
417,Kyrgyzstan,2019,Threatened Species: Vertebrates (number),26.00
417,Kyrgyzstan,2020,Threatened Species: Vertebrates (number),26.00
417,Kyrgyzstan,2021,Threatened Species: Vertebrates (number),35.00
417,Kyrgyzstan,2004,Threatened Species: Invertebrates (number),3.00
417,Kyrgyzstan,2010,Threatened Species: Invertebrates (number),3.00
417,Kyrgyzstan,2015,Threatened Species: Invertebrates (number),4.00
417,Kyrgyzstan,2018,Threatened Species: Invertebrates (number),4.00
417,Kyrgyzstan,2019,Threatened Species: Invertebrates (number),4.00
417,Kyrgyzstan,2020,Threatened Species: Invertebrates (number),4.00
417,Kyrgyzstan,2021,Threatened Species: Invertebrates (number),3.00
417,Kyrgyzstan,2004,Threatened Species: Plants (number),1.00
417,Kyrgyzstan,2010,Threatened Species: Plants (number),14.00
417,Kyrgyzstan,2015,Threatened Species: Plants (number),14.00
417,Kyrgyzstan,2018,Threatened Species: Plants (number),13.00
417,Kyrgyzstan,2019,Threatened Species: Plants (number),13.00
417,Kyrgyzstan,2020,Threatened Species: Plants (number),13.00
417,Kyrgyzstan,2021,Threatened Species: Plants (number),13.00
417,Kyrgyzstan,2004,Threatened Species: Total (number),16.00
417,Kyrgyzstan,2010,Threatened Species: Total (number),40.00
417,Kyrgyzstan,2015,Threatened Species: Total (number),41.00
417,Kyrgyzstan,2018,Threatened Species: Total (number),43.00
417,Kyrgyzstan,2019,Threatened Species: Total (number),43.00
417,Kyrgyzstan,2020,Threatened Species: Total (number),43.00
417,Kyrgyzstan,2021,Threatened Species: Total (number),51.00
418,Lao People's Dem. Rep.,2004,Threatened Species: Vertebrates (number),72.00
418,Lao People's Dem. Rep.,2010,Threatened Species: Vertebrates (number),107.00
418,Lao People's Dem. Rep.,2015,Threatened Species: Vertebrates (number),148.00
418,Lao People's Dem. Rep.,2018,Threatened Species: Vertebrates (number),149.00
418,Lao People's Dem. Rep.,2019,Threatened Species: Vertebrates (number),164.00
418,Lao People's Dem. Rep.,2020,Threatened Species: Vertebrates (number),166.00
418,Lao People's Dem. Rep.,2021,Threatened Species: Vertebrates (number),174.00
418,Lao People's Dem. Rep.,2004,Threatened Species: Invertebrates (number),0.00
418,Lao People's Dem. Rep.,2010,Threatened Species: Invertebrates (number),3.00
418,Lao People's Dem. Rep.,2015,Threatened Species: Invertebrates (number),21.00
418,Lao People's Dem. Rep.,2018,Threatened Species: Invertebrates (number),21.00
418,Lao People's Dem. Rep.,2019,Threatened Species: Invertebrates (number),21.00
418,Lao People's Dem. Rep.,2020,Threatened Species: Invertebrates (number),21.00
418,Lao People's Dem. Rep.,2021,Threatened Species: Invertebrates (number),21.00
418,Lao People's Dem. Rep.,2004,Threatened Species: Plants (number),19.00
418,Lao People's Dem. Rep.,2010,Threatened Species: Plants (number),22.00
418,Lao People's Dem. Rep.,2015,Threatened Species: Plants (number),41.00
418,Lao People's Dem. Rep.,2018,Threatened Species: Plants (number),54.00
418,Lao People's Dem. Rep.,2019,Threatened Species: Plants (number),58.00
418,Lao People's Dem. Rep.,2020,Threatened Species: Plants (number),63.00
418,Lao People's Dem. Rep.,2021,Threatened Species: Plants (number),72.00
418,Lao People's Dem. Rep.,2004,Threatened Species: Total (number),91.00
418,Lao People's Dem. Rep.,2010,Threatened Species: Total (number),132.00
418,Lao People's Dem. Rep.,2015,Threatened Species: Total (number),210.00
418,Lao People's Dem. Rep.,2018,Threatened Species: Total (number),224.00
418,Lao People's Dem. Rep.,2019,Threatened Species: Total (number),243.00
418,Lao People's Dem. Rep.,2020,Threatened Species: Total (number),250.00
418,Lao People's Dem. Rep.,2021,Threatened Species: Total (number),267.00
422,Lebanon,2004,Threatened Species: Vertebrates (number),25.00
422,Lebanon,2010,Threatened Species: Vertebrates (number),44.00
422,Lebanon,2015,Threatened Species: Vertebrates (number),48.00
422,Lebanon,2018,Threatened Species: Vertebrates (number),57.00
422,Lebanon,2019,Threatened Species: Vertebrates (number),57.00
422,Lebanon,2020,Threatened Species: Vertebrates (number),61.00
422,Lebanon,2021,Threatened Species: Vertebrates (number),67.00
422,Lebanon,2004,Threatened Species: Invertebrates (number),1.00
422,Lebanon,2010,Threatened Species: Invertebrates (number),5.00
422,Lebanon,2015,Threatened Species: Invertebrates (number),16.00
422,Lebanon,2018,Threatened Species: Invertebrates (number),18.00
422,Lebanon,2019,Threatened Species: Invertebrates (number),18.00
422,Lebanon,2020,Threatened Species: Invertebrates (number),19.00
422,Lebanon,2021,Threatened Species: Invertebrates (number),18.00
422,Lebanon,2004,Threatened Species: Plants (number),0.00
422,Lebanon,2010,Threatened Species: Plants (number),1.00
422,Lebanon,2015,Threatened Species: Plants (number),5.00
